title,description,price,image_urls,other_features
Peugeot carbone - PEUGEOT - 30630,BonjourJe vends un Peugeot carbonePhotos sur demande0767189338,990 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F738%2F57738%2F3957738%2F3957738-peugeot-carbone-1739984880.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F738%2F57738%2F3957738%2F3957738-peugeot-carbone-1739984882.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F738%2F57738%2F3957738%2F3957738-peugeot-carbone-1739984884.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F738%2F57738%2F3957738%2F3957738-peugeot-carbone-1739984879.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Campagnolo Veloce', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Trek Emonda SL 7 Shimano Ultegra Di2 Taille 60 / Roues MAVIC Ksyrium pro ust - TREK - 75020,"Caractéristiques :Année : 2018Marque : TrekModèle : Emonda SL 7Taille du cadre : 7.99kgPoids : 60/XLGroupe : Shimano Ultegra di2 11vRoues : Roues Mavic Ksyrium Pro UST---------------------------------------------------------------------------------------------------Options possibles :Plusieurs autres paires de roues sont disponibles à partir de 100 €.Modification de la taille des plateaux et de la denture de la cassette.Possibilité de le vendre sans roues.Si vous cherchez le même modèle ou un modèle similaire dans une autre taille, couleur ou avec un équipement différent, contactez-nous. Nous pouvons le trouver rapidement grâce à notre réseau.---------------------------------------------------------------------------------------------------Livraison en 3 jours partout en FranceLe vélo est également visible dans notre boutique à Paris 20ème sur rendez- vous.Nos équipes sont disponibles par téléphone, SMS et WhatsApp au 07 83 20 48 42 .Tous nos vélos sont garantis 1 an après l'achat !Reprise possible de votre ancien vélo (contact par mail pour l'offre de reprise : contact@ciklet.cc)",2890 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F916%2F59916%2F3959916%2F3959916-trek-emonda-sl-7-shimano-ultegra-di2-taille-60-roues-mavic-ksyrium-pro-ust-1740065507.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F916%2F59916%2F3959916%2F3959916-trek-emonda-sl-7-shimano-ultegra-di2-taille-60-roues-mavic-ksyrium-pro-ust-1740065509.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F916%2F59916%2F3959916%2F3959916-trek-emonda-sl-7-shimano-ultegra-di2-taille-60-roues-mavic-ksyrium-pro-ust-1740065510.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F916%2F59916%2F3959916%2F3959916-trek-emonda-sl-7-shimano-ultegra-di2-taille-60-roues-mavic-ksyrium-pro-ust-1740065512.jpg&w=1920&q=75']","{'Année': '2018', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'XL', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Vélo course pinarello Dogma F8 Disck di2 carbone  - PINARELLO - 42170,Vend vélo course Pinarello Dogma F8 disk tout carbone Di2Taille MPédalier 50-34Cassette 11-34Shimano ultegra di2Jante carbone Vision Metron 40 DiskSelle SMP ProPédales look KeoAvec son chargeurSuper étatPrix 3500€Livraison possible,3500 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F72%2F87072%2F3987072%2F3987072-velo-course-pinarello-dogma-f8-disck-di2-carbone-1743844996.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F72%2F87072%2F3987072%2F3987072-velo-course-pinarello-dogma-f8-disck-di2-carbone-1743844997.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F72%2F87072%2F3987072%2F3987072-velo-course-pinarello-dogma-f8-disck-di2-carbone-1743844999.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F72%2F87072%2F3987072%2F3987072-velo-course-pinarello-dogma-f8-disck-di2-carbone-1743845000.jpg&w=1920&q=75']","{'Année': '2017', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Argon 18 gallium taille L  - AUTRE - 34970,Argon 18 gallium disc taille LRoues carbone Hunt 50mmGroupe sram rival etap 12v électriqueTes beau vélo léger et polyvalentA récupérer sur Montpellier,2700 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F587%2F62587%2F3962587%2F3962587-argon-18-gallium-taille-l-1740419242.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F587%2F62587%2F3962587%2F3962587-argon-18-gallium-taille-l-1740419243.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F587%2F62587%2F3962587%2F3962587-argon-18-gallium-taille-l-1740419245.jpg&w=1920&q=75']","{'Année': '2021', 'État': 'Très bon état', 'Groupe': 'SRAM Rival', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Violet', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Bianchi route - BIANCHI - 01500,"Oltré xr4, TBE Shimano ultegra di2 compact.roues Zipp 302 à pneus.",2600 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515056.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515058.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515059.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515061.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515062.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515049.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515050.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515052.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515053.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F898%2F84898%2F3984898%2F3984898-bianchi-route-1743515055.jpg&w=1920&q=75']","{'Année': '2021', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '59 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
colnago v4 rs  - COLNAGO - 34580,"velo neuf colnago v4 rs taille 51s , groupe sram red ,roue fulcrum racing 600",8999 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120054.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120055.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120056.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120058.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120059.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120061.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120062.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F14%2F89014%2F3989014%2F3989014-colnago-v4-rs-1744120064.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Neuf', 'Groupe': 'SRAM Red eTap', 'Taille du cadre': '51 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Cadre giant Propel advanced sl - GIANT - 23000,Vend magnifique cadre Giant Propel advanced slTaille M axe pédalier creux de selle 78.3 cm pour personne de 1.72 à 1m82 vendu avec différentes options4300 montées en shimano ultegra di2 sans les roues3000 le kit cadre potence + cintre2700 euros le cadre,2700 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F466%2F74466%2F3974466%2F3974466-cadre-giant-propel-advanced-sl-1742045067.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F466%2F74466%2F3974466%2F3974466-cadre-giant-propel-advanced-sl-1742045068.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F466%2F74466%2F3974466%2F3974466-cadre-giant-propel-advanced-sl-1742045070.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F466%2F74466%2F3974466%2F3974466-cadre-giant-propel-advanced-sl-1742045071.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F466%2F74466%2F3974466%2F3974466-cadre-giant-propel-advanced-sl-1742045065.jpeg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Lapierre Pulsium 3.0 neuf T.M - LAPIERRE - 74350,Cadre : Lapierre Carbon DiscFourche : 100% CarbonTransmission Shimano Tiagra 2x10 (34x50 - 11-34)Freins à patins Shimano TiagraRoues complètes :Ryde ChrinaPneus : 700X25Selle : Selle Italia X3,1395 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F834%2F48834%2F3948834%2F3948834-lapierre-pulsium-3-0-neuf-t-m-1738872507.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F834%2F48834%2F3948834%2F3948834-lapierre-pulsium-3-0-neuf-t-m-1738872509.jpg&w=1920&q=75']","{'Année': '2023', 'État': 'Neuf', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Specialized Tarmac Expert Rival eTAP AXS - SPECIALIZED - 46988,"Vélo de route - Specialized Tarmac Expert Rival eTAP AXS - Sram Rival eTap AXS - 2023Taille: 58État : 3---CARACTÉRISTIQUESCadre- Taille: 58- Taille du cycliste : 185 - 192 cm- Materiel du cadre: Carbone- Poid approximatif : 8.0 kg- Guidon: Specialized - Aluminium - 440 mm- Selle: Specialized Power- Tige de selle: Specialized Power - Carbone- Potence: Specialized - 110 mmTransmission- Plateaux: 48/35- Cassette: 12v - 10/36- Dérailleur arrière: Sram Rival eTap AXS- Dérailleur avant : Sram Rival eTap AXS- Freins: Freins à disques - Sram Rival- Manivelles : Sram Rival Quarq Powermeter - 175mmRoues- Jantes: Roval C38 Carbon -  - Carbone- Montage des pneus: Chambre à air---GARANTIE ET RÉVISIONLe vélo a été reconditionné et est couvert par la garantie Tuvalum de 12 mois. Les batteries et les moteurs sont garantis 6 mois.Toutes les photos de nos annonces sont récentes et prises par nos soins après la remise en état du vélo. Plus de photos sont disponibles sur demande.Tous les vélos sont inspectés, révisés et reconditionnés dans notre laboratoire selon une norme de certification unique comprenant plus de 100 points d'inspection.- Nous vérifions l'intégrité structurelle du cadre et de la fourche.- Nous vérifions tous les composants. Nous remplaçons les consommables et les pièces d'usure si nécessaire.- Nous nettoyons la transmission (cassette et chaîne) aux ultrasons.- Nous effectuons un graissage complet du vélo.- Nous vérifions que tous les composants et pièces sont conformes à la directive sur la sécurité générale des produits de l'Union européenne (DSGP 2001/95/CE).---Certains dommages cosmétiques peuvent ne pas apparaître sur les photos. Certaines protections peuvent être manquantes. Les pédales ne sont pas incluses.",3990 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F786%2F33786%2F3933786%2F678926dc497eb&w=1920&q=75'],"{'Année': '2023', 'État': 'Très bon état'}"
Cardre Scott Foil rc pro L - SCOTT - 18000,Vends kit cadre Scott Foil rc proTaille 56 L5000 kmVendu avec potence et duritesRoulements sram Dub neufFacture disponible,2999 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F602%2F89602%2F3989602%2F3989602-cardre-scott-foil-rc-pro-l-1744199809.jpeg&w=1920&q=75'],"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Violet', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses'}"
Specialized Tarmac carbone  - SPECIALIZED - 35600,"Specialized Tarmac sl4 Sport r9Taille 52 (s) de 2014Vélo toujours bien entretenu câblerie cassette chaîne neuve.Équipé de roues Alu Dt Swiss à rayons plat, transmission Shimano 105 10 vitesses, pédalier FSA et je donne avec un dérailleur avant Shimano ultegra neuf.Vélo en très bonne état rien à prévoir prêt à roulé.",750 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F49%2F90049%2F3990049%2F3990049-specialized-tarmac-carbone-1744271438.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F49%2F90049%2F3990049%2F3990049-specialized-tarmac-carbone-1744271686.jpg&w=1920&q=75']","{'Année': '2014', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'S', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route'}"
Giant Defy Advanced Pro 0 - GIANT - 75019,"Cadre en carbone | Taille 52 | Dérailleur : Shimano Ultegra Di2 | 11 vitesses | Cassette : 11-34-T | Commandes de dérailleur : Shimano Ultegra Di2 | Dérailleur avant : Shimano Ultegra Di2 | Manivelles : Shimano Ultegra | Plateau : 50-34-T | Freins : Shimano Ultegra | Roues : Giant SLR en carbone | Potence : Aluminium | Guidon : Aluminium | Tige de selle : Carbone | Selle : Contact SL NeuralMonté avec une paire de pneu neufs Hutchinson Sector Protect’Air Max 28mm en Tubeless.Je le vend avec une paire de pédale mixtes Giant Flipside Commuter en plus des pédales automatique Shimano.Acune chute, Très bon état et sort de révision.",2000 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F558%2F69558%2F3969558%2F3969558-giant-defy-advanced-pro-0-1741390998.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F558%2F69558%2F3969558%2F3969558-giant-defy-advanced-pro-0-1741390999.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F558%2F69558%2F3969558%2F3969558-giant-defy-advanced-pro-0-1741391004.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F558%2F69558%2F3969558%2F3969558-giant-defy-advanced-pro-0-1741391002.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F558%2F69558%2F3969558%2F3969558-giant-defy-advanced-pro-0-1741391001.jpeg&w=1920&q=75']","{'Année': '2018', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Gris', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Bianchi Oltre Comp Di2 - BIANCHI - 64220,Bianchi Oltre pro comp 2024Ultegra di2 12vTaille 57Roues velomann carboneJ'accepte l'échange contre un autre vélo de route,3999 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F258%2F46258%2F3946258%2F3946258-bianchi-oltre-comp-di2-1738449650.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F258%2F46258%2F3946258%2F3946258-bianchi-oltre-comp-di2-1738449652.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '57 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Vert', 'Type de freinage': 'Disques', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
LAPIERRE Cruiser - LAPIERRE - 38780,VELO DE ROUTE LAPIERRE CRUISERROUES MAVIC AKSIUM RACE - PNEUS MICHELIN -3 PLATEAUX,600 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F800%2F86800%2F3986800%2F3986800-lapierre-cruiser-1743785348.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F800%2F86800%2F3986800%2F3986800-lapierre-cruiser-1743785349.jpg&w=1920&q=75']","{'Année': '2008', 'État': 'Comme neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'XXS', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses'}"
SPECIALIZED TARMAC S-WORKS SL8 - SPECIALIZED - 53200,"Vends SPECIALIZED TARMAC S-WORKS SL8, taille 56.Comme neuf, très peu roulé, cause commande nouveau coloris FDJ en attente…Coloris Red Sky/Metallic White Silver.Groupe New Sram Red; 48/35  et cassette 10/33Selle Sworks Romin Mirror.Cockpit Roval 110/400Roues Roval CLVendu complet: 9500€Vendu sans roues: 8400€",8400 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F284%2F82284%2F3982284%2F3982284-specialized-tarmac-s-works-sl8-1743099429.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F284%2F82284%2F3982284%2F3982284-specialized-tarmac-s-works-sl8-1743099431.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F284%2F82284%2F3982284%2F3982284-specialized-tarmac-s-works-sl8-1743099432.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F284%2F82284%2F3982284%2F3982284-specialized-tarmac-s-works-sl8-1743099433.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F284%2F82284%2F3982284%2F3982284-specialized-tarmac-s-works-sl8-1743099435.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Red', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Multicolore', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Vélo de route CARBONE ORBEA ORCA M35 - ORBEA - 56330,"Vélo de route CARBONE ORBEA ORCA M35NEUFTaille 53Couleur personnaliséeCadre CARBONEFreins à disques hydraulique SHIMANOTransmission SHIMANO 105 2x12 vitessesRoues carbone OQUO RP 35 TEAMCe vélo est disponible dans votre boutique RC CYCLES À CAMORSD’autres tailles, couleurs et modèles sont aussi disponibles !",3130 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F58746%2F3958746%2F3958746-velo-de-route-carbone-orbea-orca-m35-1739974954.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F58746%2F3958746%2F3958746-velo-de-route-carbone-orbea-orca-m35-1739974957.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F58746%2F3958746%2F3958746-velo-de-route-carbone-orbea-orca-m35-1739974955.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F58746%2F3958746%2F3958746-velo-de-route-carbone-orbea-orca-m35-1739974958.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F58746%2F3958746%2F3958746-velo-de-route-carbone-orbea-orca-m35-1739974959.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route'}"
Vélo Cannondale super six - CANNONDALE - 81000,"Cadre de 2024, 5000 km, usage cyclo, repeint noir mat. Aucun visses cachés, simplement revendu car c'est 54 qu'il fallait.",1050 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F853%2F87853%2F3987853%2F3987853-velo-cannondale-super-six-1743953767.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F853%2F87853%2F3987853%2F3987853-velo-cannondale-super-six-1743953769.png&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F853%2F87853%2F3987853%2F3987853-velo-cannondale-super-six-1743953770.png&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F853%2F87853%2F3987853%2F3987853-velo-cannondale-super-six-1743953772.png&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F853%2F87853%2F3987853%2F3987853-velo-cannondale-super-six-1743953773.png&w=1920&q=75']","{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'L', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route'}"
