id,title,description,price,other_features,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11
i_01837,Van rysel rcr sram force  - VAN RYSEL - 33125,"Bonjour, je vends mon rcr force axs du 1/03/2024  6000kms, vélo en très bon état, taille L.roue zipp 404 (corps de roue libre neuf)pneu Michelin power cup d'origine 1000 kmsChaine neuvePlaquettes arrières neuveGroupe sram force,Pédalier force manivelles 175plateaux 48/35capteur de puissance quarqK7 10/33.Cintre deda superzero rs carbon 42 axe/axe 44 extérieurPotence dedaSupport compteur dedaHauteur de selle sur la photo 79,8cm, drop de 10cm environ entre la hauteur de selle et le cintre.Vendu sans pédales, ou avec pédales dura ace en supplément.selle Decathlon ou selle fizik Antares",4000 €,"{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Force', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01837_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01837_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01837_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01837_3.jpg,,,,,,,
i_01838,Specialized Aethos S-Works - AUTRE - 94120,Specialized Aethos S-Works cadre taille 56 CARB/CMLNEYRS/CHRM.Cintre Roval Alpinist 90 x 400Roues Roval AlpinistSelle : S-works powerShimano Dura-Ace Di2Plateaux : Dura-Ace 52/36Cassette : Dura-Ace 11/28,4000 €,"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': '56 cm', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01838_5.jpg,,,,,
i_01839,Scott Addict RC ultimate disc  - SCOTT - 66000,"Scott Addict RC Ultimate, RH 54 (M), modèle 2022, kilométrage inférieur à 500 km, comme neuf.-Sram Red AXS Disc complet, 48/35 et 10/33, 12 compartiments avec capteur de puissance-Cadre HMX SL en RH 54-Paire de roues Zipp 353 NSW-Schwalbe Pro one (28 mm) tubeless-Unité guidon/potence Syncros Creston iC 420/110-Selle PRO furtive en carbone-Poids comme indiqué : 6,75 kg-Comprend un support Garmin-avec accessoires et chargeur-sans porte-bouteille, sans pédalesVente privée.  Aucune garantie, aucun retour possible de la part des particuliers.  Article d'occasion, traces minimes d'utilisation adaptée à l'espèce possible.  Comme neuf, entièrement fonctionnel !Les suggestions de prix réalistes sont bien entendu les bienvenues.Expédition possible.",3800 €,"{'Année': '2022', 'État': 'Comme neuf', 'Groupe': 'SRAM Red', 'Taille du cadre': 'S', 'Diametre roues': 'Autre', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01839_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01839_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01839_2.jpg,,,,,,,,
i_01840,Lapierre xelius sl fdj ultegra di2 11v  - LAPIERRE - 69250,"Lapierre xelius sl team fdj de 2023, di2 ultegra, taille M.parfait état, il a très peu roulé pour cause de santé. ‘acheté en 2023 chez culture velo.vendu avec roue bora wto 33, disque neufle vélo est prêt à rouler",4250 €,"{'Année': '2023', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01840_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01840_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01840_2.jpg,,,,,,,,
i_01841,Wilier Cento10 SL - WILIER - 02220,"Wilier Cento 10SL Taille M Vélo en très bon état (presque neuf) Pédalier et shifter en Sram RED AXS 12V Dérailleur avant, arrière et étriers en Sram force Roue Fulcrum 800 (alu)",3000 €,"{'Année': '2023', 'État': 'Comme neuf', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01841_5.jpg,,,,,
i_01842,Vélo route Scott - SCOTT - 38630,Velo Scott Contessa Solace 35Triple plateaux 10 vitessesTaille XSMixte,680 €,"{'Année': '2014', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'XS', 'Diametre roues': '700 / 28""', 'Matière principale': 'Acier', 'Couleurs principales': 'Blanc, Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01842_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01842_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01842_2.jpg,,,,,,,,
i_01843,Velo de route argon 18 Gallium pro EDITION LIMITÉE 2021  - ARGON 18 - 42410,"Vends vélo de route argon 18 gallium pro édition limitée de 2021. Je le vends car il est trop petit pour moi. Vendu comme neuf, environ 2000km, entretien régulier. Caractéristiques techniques : Vendu avec des roues corima ws47( +800€). Transmission shimano ultegra di2 11v Capteur de puissance powermetter Prix négociable dans la limite du raisonnable. Plus d’infos par message.",1600 €,"{'Année': '2021', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01843_0.jpg,,,,,,,,,,
i_01844,Vends supersix evo 2 - CANNONDALE - 06130,"Vends supersix evo 2 modèle 2019 taille 56Le vélo est en très bon état, il a toujours été révisé chez un vélociste.Le cadre est de 2022 après un échange en garantie. Il est équipé en shimano ultegra 11V en 52/36 et 11/25 Les roues sont des Hollogram 35 carbone. Le cockpit aéro est entièrement en carbone (cintre et potence), ainsi que la tige de selle SAVE et la selle. Chaine et dérailleur arrière neufs.Il peut être vendu avec des pédales automatiques au besoin. (prix à discuter)il peut aussi être vendu avec une paire de roues supplémentaire Mavic Aksium. (prix à discuter)",1600 €,"{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Jaune', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01844_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01844_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01844_2.jpg,,,,,,,,
i_01845,Vélo de course Officine Mattio Lemma RT - OFFICINE MATTIO - 76600,"Très beau vélo de course Officine MattioCadre carbone haut de gamme et performant, moins de 700 grammesMarque exclusive, fabrication artisanale 100% made in Italy (Piémont)Modèle Lemma RT 2023Couleur carbone apparent mat, blanc brillant, logo argent billantCe vélo a été utilisé lors de salons professionnels (exposition) et lors de tests, état de neufTaille 56Groupe Shimano ultegra di2 12 vitesses complet, pédalier 50/34, cassette 11/30.Jantes carbones Officine Mattio (produit par Ursus, valeur env. 2'000.- chf)Pneus PirelliTige de selle, guidon et potence de la marque Dedda, superzero et super leggero.Selle italiaCâbles intégrésVendu avec garantie",4000 €,"{'Année': '2023', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '56 cm', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01845_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01845_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01845_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01845_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01845_4.jpg,,,,,,
i_01846,Vélo factor O2 Vam - FACTOR - 16710,Vélo de route Factor 02 Vamgroupe Sram force 2024paires de roues Racing Zero disc,6000 €,"{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Force', 'Taille du cadre': '49 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01846_0.jpg,,,,,,,,,,
i_01847,Kit cadre Tarmac SL8 SW  - SPECIALIZED - 42000,"Kit cadre Tarmac SL8 Sworks en taille 56.Cadre en excellent état aucune marque. Je possède la facture (2024). Le vélo a 5300kms-Kit cadre : Tarmac SL8 SW-Tige de selle : Sworks-Pivot de fourche NON coupéVendu comme un kit cadre acheté en boutique. Sans cockpit, sans selle, sans boîtier.Possible de supplément groupe :-Shimano Dura-Ace Di2 12v capteur de puissance ( 2000€)-Campagnolo Wireless capteur de puissancePossible de supplément roues :-Lightweight Meilenstein T24 boyaux : 2000€Prix kit cadre : 3700€Envoi possible",3700 €,"{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01847_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01847_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01847_2.jpg,,,,,,,,
i_01848,VÉLO DE ROUTE GIANT TCR ADVANCED PRO - GIANT - 45310,Modèle : TCR ADVANCED PRO TEAMAnnée : 2017Taille : SCarboneRoues Giant SLRTransmission : SHIMANO ULTEGRA 11x28Pédalier : 36x52,1350 €,"{'Année': '2017', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",,,,,,,,,,,
i_01849,Cervélo Soloist Ultegra Di2 Gold 54 & 56 - CERVELO - 6440,Cervelo Soloist coloris GOLDNEUFTaille 54 & 56 dispos (sur commande)Roues Reserve moyeux ZippGroupe Ultegra Di2,5500 €,"{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01849_0.jpg,,,,,,,,,,
i_01850,Vélo Chrono Team Voussert - AUTRE - 04000,"Vélo de Team, avec flocage personnel. Super rapport qualité prix (cadre et roue carbone, groupe ultégra DI2, pédalier rotor capteur de puissance), rien que la roue pleine vaut le prix du vélo.Utilisable en triathlon ou en chronoLe prix est bas car il faut régler le frein avant et mettre à jour le capteur de puissanceN'hésitez pas si vous avez des questions 0631009598",2000 €,"{'Année': '2019', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Blanc', 'Type de freinage': 'Patins', 'Pratique': 'Triathlon', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01850_5.jpg,,,,,
i_01851,Bianchi sprint 2024 Di2 - BIANCHI - 06600,"À vendre Bianchi sprint, modèle 2024.Vélo en très bon état, polyvalent, confortable, il est à l’aise sur tout type de parcours.De très bonnes roues carbones s’ajoute au modèle de série.Achat en novembre 2023, révision réalisé en novembre 2024 (facture disponible)Détail :Taille 59 (cependant Bianchi taille petit, taille similaire à un 56/58 d’autre marque).Équipé en shimano 105 Di2 12vVélo monté avec des roues carbones DT swiss ARC dicut 1600 en 55mm.Possibilité de fournir des prolongateurs si besoin.",2900 €,"{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'Shimano 105 Di2', 'Taille du cadre': '59 cm', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01851_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01851_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01851_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01851_3.jpg,,,,,,,
i_01852,Pinarello F8 - PINARELLO - 75001,Vends Pinarello F8 grouge shimano 10 vintenses.Roues mavic cosmic .7000 km.. Ne roule pas sous la pluie.Chaine et guidoline neuve,1200 €,"{'Année': '2019', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'S/M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01852_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01852_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01852_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01852_3.jpg,,,,,,,
i_01853,LOOK 795 BLADE RS 2024 TAILLE L  - LOOK - 61300,"LOOK 795 BLADE RS TAILLE L EN TRES BON ETATGROUPE ULTEGRA DI2 12V , PEDALIER 172.5 , PLATEAUX 53-39POTENCE L130MM , CINTRE 40MMSELLE PROLOGO RAIL CARBONPAIRE DE ROUES ROADBORN WIDE 50MM MOYEUX DT 240SVELO EN TRES BON ETATVENDU SANS PEDALES",5900 €,"{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'L', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01853_0.jpg,,,,,,,,,,
i_01854,Velo route GIRS taille 54 bleu noir - AUTRE - 62190,URGENT : Velo route GIRS bleu/noir taille 54 (étudie toute proposition)Transmission SRAM Force Etap AXS 12 vitessesCapteur de puissance au pedalierRoue DT Swiss 50 rayons ligaturésPlateau 52x39 Spécialités TA neufsCassette 10x28Derailleur avant neufChaine neuveGuidoline neuveRoulement direction neufBoîtier pedalier neufA signaler derailleur arrière neuf (changé en garantie) juste avant les 3 griffes cf photoRien à faireRévision faiteCause : nouveau vélo en vuePrix : 3300 € A debattre (j ai bien baissé le prix...),3300 €,"{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'SRAM Force AXS', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01854_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01854_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01854_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01854_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01854_4.jpg,,,,,,
i_01855,Vélo Lapierre - LAPIERRE - 78440,"Suite à l'achat d'un nouveau vélo, je vends mon Lapierre qui me servait de mulet pour l'hivers.Il faudra probablement changer le dérailleur arrière.",300 €,"{'État': 'Bon état', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Blanc', 'Type de freinage': 'Patins', 'Pratique': 'Route'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01855_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01855_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01855_2.jpg,,,,,,,,
i_01856,Giant tcr pro 1  - AUTRE - 41800,"Vend vélo de route carbone disc/disqueGiant tcr pro 1Taille M = au alentour de 1m75Équipe en shimano ultegra 11 vitesses mécaniquesDisques 140Frein ultegra hydrauliqueCassette 11-28Pédalier 105 52/36Roue carbone giant compatible tubeless7,7kgPossibilité d’envoieRdv possible Alençon / Le Mans / connerré/montoire",1650 €,"{'Année': '2022', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Violet', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01856_8.jpg,,
i_01857,Vélo de contre la montre LOOK 795 TT - LOOK - 56460,Vélo de contre la montre Look 795 TT en très bon état.Remise à neuf faites ✅Équipé en durace di24000€ avec les roues et 3500€ sans les roues.,4000 €,"{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'S/M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01857_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01857_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01857_2.jpg,,,,,,,,
i_01858,Trek carbone de CLM - TREK - 69600,"Vends vélo de CLM ou triathlon carbone datant de début 2015, couleurs RadioSchack taille M (je fais 1m78) avec capteur de puissance SRM en manivelles 172.5 (pile à changer) et équipé en Shimano Durace Di2 10v. Plateaux de 55/42Bon état hormis sur le bas du cadre abimé lors d'une pose sur trépied et réparé aujourd'hui.Possibilité de le voir où essayer sur Lyon ou proche Bourg en Bresse",800 €,"{'Année': '2015', 'État': 'Bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'M/L', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'CLM', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01858_8.jpg,,
i_01859,RIDLEY FENIX SL DISC - AUTRE - 44160,"DescriptionLe  Fenix Sl est le vélo « à tout faire » par excellence. Il offre le mélange parfait entre performances, poids, solidité et rigidité, mais surtout le confort requis pour passer de longues journées à vélo.* Montage sur la photo non contractuelleDisponible taille XS.S.M.L.Cadre CarboneGroupe Shimano 105 2 x11Pedalier 50x34Cassette 11-30Roue Shimano RS 171Cintre potence tige de selle FORZA StratosMagasin Le grand Braquet📍 2 adresses :• Le Grand Braquet Pontchateau• Le Grand Braquet Saint-Brevin les Pins📌 Vélo neuf et vendu avec garantie et facture.• Horaires : Ouvert du mardi au vendredi de 9h30h à 12h30 et de 14h à 19h et le samedi de 9h30 à 12h30h et de 14h à 18h",1799 €,"{'Année': '2025', 'État': 'Neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'L', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01859_0.jpg,,,,,,,,,,
i_01860,BMC roadmachine Three 2022 - taille 56 - AUTRE - 03410,"BMC roadmachine three 2022, acheté avril 2023. Très peu roulé, 5000 km. Groupe ultegra DI2 remplacé par groupe 105 Di2, chaine et cassette neuves (12v 11-34), janvier 2025. Factures disponibles",2500 €,"{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'Shimano 105 Di2', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01860_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01860_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01860_2.jpg,,,,,,,,
